"vendorid","tpep_pickup_datetime","tpep_dropoff_datetime","passenger_count","trip_distance","ratecodeid","store_and_fwd_flag","pulocationid","dolocationid","payment_type","fare_amount","extra","mta_tax","tip_amount","tolls_amount","improvement_surcharge","total_amount","congestion_surcharge","airport_fee"
"2","2023-01-01T00:22:19.000","2023-01-01T00:57:18.000","1.0","11.08","1.0","N","132","188","1","50.6","1.0","0.5","10.87","0.0","1.0","65.22","0.0","1.25"
"2","2023-01-01T00:33:51.000","2023-01-01T00:46:59.000","1.0","5.34","1.0","N","132","216","1","23.3","1.0","0.5","3.0","0.0","1.0","30.05","0.0","1.25"
"2","2023-01-01T00:16:38.000","2023-01-01T00:40:43.000","1.0","4.82","1.0","N","163","223","1","26.1","1.0","0.5","9.33","0.0","1.0","40.43","2.5","0.0"
"1","2023-01-01T00:18:42.000","2023-01-01T00:34:09.000","1.0","2.1","1.0","N","231","107","1","15.6","3.5","0.5","4.1","0.0","1.0","24.7","2.5","0.0"
"1","2023-01-01T00:35:05.000","2023-01-01T00:46:24.000","1.0","2.6","1.0","N","107","140","1","14.2","3.5","0.5","5.0","0.0","1.0","24.2","2.5","0.0"
"1","2023-01-01T00:47:42.000","2023-01-01T00:55:49.000","2.0","1.0","1.0","N","140","237","2","9.3","3.5","0.5","0.0","0.0","1.0","14.3","2.5","0.0"
"2","2023-01-01T00:27:20.000","2023-01-01T00:39:57.000","1.0","2.42","1.0","N","170","263","2","14.2","1.0","0.5","0.0","0.0","1.0","19.2","2.5","0.0"
"2","2023-01-01T00:32:17.000","2023-01-01T01:25:08.000","1.0","9.43","1.0","Y","231","116","1","56.9","1.0","0.5","0.0","0.0","1.0","61.9","2.5","0.0"
"2","2023-01-01T00:36:19.000","2023-01-01T01:08:38.000","2.0","10.64","1.0","N","132","225","2","46.4","1.0","0.5","0.0","0.0","1.0","50.15","0.0","1.25"
"2","2023-01-01T00:09:35.000","2023-01-01T00:27:51.000","1.0","4.19","1.0","N","114","236","1","21.2","1.0","0.5","5.24","0.0","1.0","31.44","2.5","0.0"
"2","2023-01-01T00:28:34.000","2023-01-01T00:33:38.000","1.0","0.96","1.0","N","236","140","1","7.2","1.0","0.5","2.44","0.0","1.0","14.64","2.5","0.0"
"2","2023-01-01T00:38:23.000","2023-01-01T00:39:39.000","1.0","0.4","1.0","N","140","263","1","4.4","1.0","0.5","1.88","0.0","1.0","11.28","2.5","0.0"
"2","2023-01-01T00:42:14.000","2023-01-01T00:50:19.000","1.0","2.27","1.0","N","262","229","1","11.4","1.0","0.5","3.28","0.0","1.0","19.68","2.5","0.0"
"2","2023-01-01T00:52:37.000","2023-01-01T00:56:59.000","1.0","0.86","1.0","N","229","141","1","6.5","1.0","0.5","2.3","0.0","1.0","13.8","2.5","0.0"
"2","2023-01-01T00:32:53.000","2023-01-01T00:43:46.000","1.0","1.81","1.0","N","246","249","1","12.1","1.0","0.5","5.13","0.0","1.0","22.23","2.5","0.0"
"2","2023-01-01T00:45:01.000","2023-01-01T00:48:01.000","2.0","0.79","1.0","N","249","90","1","5.8","1.0","0.5","0.0","0.0","1.0","10.8","2.5","0.0"
"2","2023-01-01T00:25:18.000","2023-01-01T00:32:34.000","1.0","2.39","1.0","N","229","79","2","11.4","1.0","0.5","0.0","0.0","1.0","16.4","2.5","0.0"
"2","2023-01-01T00:35:51.000","2023-01-01T00:40:10.000","1.0","1.12","1.0","N","79","137","1","7.2","1.0","0.5","2.44","0.0","1.0","14.64","2.5","0.0"
"2","2023-01-01T00:42:13.000","2023-01-01T01:01:03.000","3.0","5.68","1.0","N","233","41","1","26.1","1.0","0.5","7.78","0.0","1.0","38.88","2.5","0.0"
"1","2023-01-01T00:12:37.000","2023-01-01T00:48:50.000","1.0","2.4","1.0","N","90","50","1","22.0","3.0","0.5","4.0","0.0","1.0","30.5","2.5","0.0"
"1","2023-01-01T00:52:18.000","2023-01-01T01:21:08.000","1.0","4.4","1.0","N","50","144","2","20.0","3.0","0.5","0.0","0.0","1.0","24.5","2.5","0.0"
"1","2023-01-01T00:11:17.000","2023-01-01T00:16:10.000","6.0","1.0","1.0","N","229","140","1","7.2","3.5","0.5","3.65","0.0","1.0","15.85","2.5","0.0"
"1","2023-01-01T00:18:07.000","2023-01-01T00:31:22.000","2.0","2.3","1.0","N","140","142","1","13.5","3.5","0.5","3.7","0.0","1.0","22.2","2.5","0.0"
"1","2023-01-01T00:34:11.000","2023-01-01T00:49:41.000","2.0","2.7","1.0","N","239","263","1","14.9","3.5","0.5","0.0","0.0","1.0","19.9","2.5","0.0"
"1","2023-01-01T00:54:49.000","2023-01-01T00:58:10.000","1.0","0.8","1.0","N","263","141","1","5.8","3.5","0.5","2.0","0.0","1.0","12.8","2.5","0.0"
"2","2023-01-01T00:09:43.000","2023-01-01T00:16:41.000","3.0","1.9","1.0","N","43","238","1","10.7","1.0","0.5","0.78","0.0","1.0","16.48","2.5","0.0"
"2","2023-01-01T00:20:33.000","2023-01-01T00:35:02.000","2.0","2.29","1.0","N","238","50","1","15.6","1.0","0.5","2.0","0.0","1.0","22.6","2.5","0.0"
"1","2023-01-01T00:22:18.000","2023-01-01T00:28:17.000","0.0","1.3","1.0","N","170","107","1","8.6","3.5","0.5","2.7","0.0","1.0","16.3","2.5","0.0"
"1","2023-01-01T00:30:59.000","2023-01-01T00:34:46.000","0.0","1.0","1.0","N","79","107","1","6.5","3.5","0.5","2.3","0.0","1.0","13.8","2.5","0.0"
"1","2023-01-01T00:36:19.000","2023-01-01T00:43:46.000","0.0","2.3","1.0","N","107","232","1","11.4","3.5","0.5","3.25","0.0","1.0","19.65","2.5","0.0"
"1","2023-01-01T00:54:23.000","2023-01-01T01:08:18.000","0.0","2.1","1.0","N","79","231","2","12.8","3.5","0.5","0.0","0.0","1.0","17.8","2.5","0.0"
"1","2023-01-01T00:24:39.000","2023-01-01T00:41:58.000","1.0","0.7","1.0","N","68","50","1","11.4","3.5","0.5","0.0","0.0","1.0","16.4","2.5","0.0"
"2","2023-01-01T00:07:18.000","2023-01-01T00:18:50.000","1.0","2.19","1.0","N","164","79","2","13.5","1.0","0.5","0.0","0.0","1.0","18.5","2.5","0.0"
"2","2023-01-01T00:37:30.000","2023-01-01T01:03:14.000","1.0","3.63","1.0","N","234","239","1","24.7","1.0","0.5","5.94","0.0","1.0","35.64","2.5","0.0"
"2","2023-01-01T00:18:48.000","2023-01-01T00:29:10.000","1.0","1.79","1.0","N","211","107","1","12.1","1.0","0.5","3.42","0.0","1.0","20.52","2.5","0.0"
"2","2023-01-01T00:31:35.000","2023-01-01T00:39:57.000","1.0","1.63","1.0","N","107","232","1","10.7","1.0","0.5","3.14","0.0","1.0","18.84","2.5","0.0"
"2","2023-01-01T00:43:48.000","2023-01-01T00:58:12.000","1.0","4.68","1.0","N","148","112","2","21.9","1.0","0.5","0.0","0.0","1.0","26.9","2.5","0.0"
"2","2023-01-01T00:23:45.000","2023-01-01T00:29:44.000","1.0","1.49","1.0","N","236","239","1","8.6","1.0","0.5","3.4","0.0","1.0","17.0","2.5","0.0"
"2","2023-01-01T00:51:55.000","2023-01-01T00:56:04.000","1.0","1.25","1.0","N","238","239","1","7.2","1.0","0.5","2.44","0.0","1.0","14.64","2.5","0.0"
"2","2023-01-01T00:59:10.000","2023-01-01T01:10:11.000","1.0","1.56","1.0","N","239","50","1","12.1","1.0","0.5","2.56","0.0","1.0","19.66","2.5","0.0"
"2","2023-01-01T00:13:51.000","2023-01-01T00:38:24.000","1.0","4.72","1.0","N","161","261","2","26.1","1.0","0.5","0.0","0.0","1.0","31.1","2.5","0.0"
"2","2023-01-01T00:45:00.000","2023-01-01T00:55:24.000","1.0","1.56","1.0","N","231","79","1","11.4","1.0","0.5","1.64","0.0","1.0","18.04","2.5","0.0"
"2","2023-01-01T00:56:54.000","2023-01-01T01:19:19.000","3.0","5.58","1.0","N","79","238","1","26.8","1.0","0.5","6.36","0.0","1.0","38.16","2.5","0.0"
"1","2023-01-01T00:14:15.000","2023-01-01T00:22:39.000","0.0","1.6","1.0","N","231","114","1","10.0","3.5","0.5","3.75","0.0","1.0","18.75","2.5","0.0"
"1","2023-01-01T00:31:08.000","2023-01-01T00:47:51.000","0.0","2.3","1.0","N","234","246","2","14.2","3.5","0.5","0.0","0.0","1.0","19.2","2.5","0.0"
"1","2023-01-01T00:58:49.000","2023-01-01T01:04:32.000","0.0","0.7","1.0","N","186","234","1","6.5","3.5","0.5","2.3","0.0","1.0","13.8","2.5","0.0"
"2","2023-01-01T00:06:37.000","2023-01-01T00:20:11.000","1.0","1.82","1.0","N","90","170","1","13.5","1.0","0.5","3.7","0.0","1.0","22.2","2.5","0.0"
"2","2023-01-01T00:41:03.000","2023-01-01T00:59:42.000","1.0","3.0","1.0","N","246","229","1","19.8","1.0","0.5","1.1","0.0","1.0","25.9","2.5","0.0"
"2","2023-01-01T00:23:18.000","2023-01-01T00:34:36.000","2.0","1.49","1.0","N","163","164","1","12.1","1.0","0.5","3.42","0.0","1.0","20.52","2.5","0.0"
"2","2023-01-01T00:37:27.000","2023-01-01T00:51:14.000","1.0","1.98","1.0","N","234","4","1","14.2","1.0","0.5","4.8","0.0","1.0","24.0","2.5","0.0"
"2","2023-01-01T00:57:35.000","2023-01-01T01:19:46.000","1.0","4.44","1.0","N","79","142","1","23.3","1.0","0.5","3.0","0.0","1.0","31.3","2.5","0.0"
"2","2023-01-01T00:38:41.000","2023-01-01T00:41:42.000","1.0","0.43","1.0","N","114","144","1","5.1","1.0","0.5","2.02","0.0","1.0","12.12","2.5","0.0"
"2","2023-01-01T00:20:58.000","2023-01-01T00:36:37.000","1.0","2.08","1.0","N","238","48","1","15.6","1.0","0.5","1.0","0.0","1.0","21.6","2.5","0.0"
"2","2023-01-01T00:38:47.000","2023-01-01T00:49:19.000","1.0","1.26","1.0","N","48","246","1","11.4","1.0","0.5","4.1","0.0","1.0","20.5","2.5","0.0"
"2","2023-01-01T00:14:31.000","2023-01-01T00:42:18.000","5.0","4.23","1.0","N","79","50","1","28.2","1.0","0.5","3.35","0.0","1.0","36.55","2.5","0.0"
"2","2023-01-01T00:45:27.000","2023-01-01T01:00:03.000","5.0","3.09","1.0","N","48","151","2","17.0","1.0","0.5","0.0","0.0","1.0","22.0","2.5","0.0"
"1","2023-01-01T00:41:28.000","2023-01-01T00:52:59.000","1.0","0.9","1.0","N","50","50","1","9.3","3.5","0.5","3.55","0.0","1.0","17.85","2.5","0.0"
"2","2023-01-01T00:37:06.000","2023-01-01T01:01:32.000","2.0","4.62","1.0","N","234","238","1","26.1","1.0","0.5","6.22","0.0","1.0","37.32","2.5","0.0"
"2","2023-01-01T00:21:56.000","2023-01-01T00:26:32.000","1.0","0.73","1.0","N","238","151","1","6.5","1.0","0.5","2.3","0.0","1.0","13.8","2.5","0.0"
"2","2023-01-01T00:31:23.000","2023-01-01T01:17:20.000","2.0","8.8","1.0","N","238","211","1","48.5","1.0","0.5","8.02","0.0","1.0","61.52","2.5","0.0"
"1","2023-01-01T00:46:28.000","2023-01-01T00:52:05.000","1.0","1.1","1.0","N","237","263","1","7.2","3.5","0.5","2.44","0.0","1.0","14.64","2.5","0.0"
"2","2023-01-01T00:04:28.000","2023-01-01T00:09:49.000","2.0","0.69","1.0","N","79","4","1","6.5","1.0","0.5","0.0","0.0","1.0","11.5","2.5","0.0"
"2","2023-01-01T00:19:55.000","2023-01-01T00:30:59.000","2.0","5.4","1.0","N","137","13","2","22.6","1.0","0.5","0.0","0.0","1.0","27.6","2.5","0.0"
"2","2023-01-01T00:34:01.000","2023-01-01T00:48:37.000","2.0","5.97","1.0","N","13","162","1","26.1","1.0","0.5","9.33","0.0","1.0","40.43","2.5","0.0"
"2","2023-01-01T00:57:14.000","2023-01-01T01:02:15.000","2.0","0.47","1.0","N","233","161","1","6.5","1.0","0.5","3.45","0.0","1.0","14.95","2.5","0.0"
"1","2023-01-01T00:21:56.000","2023-01-01T00:50:39.000","1.0","17.6","2.0","N","132","141","1","70.0","3.75","0.5","10.0","0.0","1.0","85.25","2.5","1.25"
"1","2023-01-01T00:57:14.000","2023-01-01T01:05:19.000","3.0","1.2","1.0","N","237","263","1","9.3","3.5","0.5","1.5","0.0","1.0","15.8","2.5","0.0"
"2","2023-01-01T00:30:44.000","2023-01-01T00:58:23.000","1.0","4.32","1.0","N","151","68","2","28.2","1.0","0.5","0.0","0.0","1.0","33.2","2.5","0.0"
"1","2023-01-01T00:13:28.000","2023-01-01T00:29:12.000","2.0","3.7","1.0","N","79","87","1","18.4","3.5","0.5","4.65","0.0","1.0","28.05","2.5","0.0"
"1","2023-01-01T00:34:23.000","2023-01-01T00:44:54.000","1.0","1.5","1.0","N","87","144","2","10.0","3.5","0.5","0.0","0.0","1.0","15.0","2.5","0.0"
"1","2023-01-01T00:48:25.000","2023-01-01T01:07:39.000","1.0","4.0","1.0","N","144","112","1","21.2","3.5","0.5","4.0","0.0","1.0","30.2","2.5","0.0"
"2","2023-01-01T00:10:45.000","2023-01-01T00:26:21.000","1.0","1.32","1.0","N","162","164","1","14.9","1.0","0.5","4.97","0.0","1.0","24.87","2.5","0.0"
"2","2023-01-01T00:31:10.000","2023-01-01T00:38:42.000","1.0","0.65","1.0","N","234","186","2","8.6","1.0","0.5","0.0","0.0","1.0","13.6","2.5","0.0"
"2","2023-01-01T00:45:22.000","2023-01-01T00:49:52.000","1.0","0.9","1.0","N","68","68","1","6.5","1.0","0.5","1.0","0.0","1.0","12.5","2.5","0.0"
"2","2023-01-01T00:53:20.000","2023-01-01T01:17:34.000","1.0","1.78","1.0","N","68","164","1","20.5","1.0","0.5","5.0","0.0","1.0","30.5","2.5","0.0"
"2","2023-01-01T00:21:42.000","2023-01-01T23:18:28.000","2.0","3.05","1.0","N","48","140","1","19.8","1.0","0.5","3.72","0.0","1.0","28.52","2.5","0.0"
"2","2023-01-01T00:09:48.000","2023-01-01T00:31:40.000","1.0","1.96","1.0","N","90","48","1","19.8","1.0","0.5","6.2","0.0","1.0","31.0","2.5","0.0"
"2","2023-01-01T00:57:50.000","2023-01-01T01:07:01.000","1.0","1.63","1.0","N","90","231","1","10.7","1.0","0.5","3.14","0.0","1.0","18.84","2.5","0.0"
"2","2023-01-01T00:57:00.000","2023-01-01T01:09:08.000","2.0","2.13","1.0","N","237","236","1","14.2","1.0","0.5","2.0","0.0","1.0","21.2","2.5","0.0"
"2","2023-01-01T00:37:02.000","2023-01-01T00:47:16.000","1.0","1.63","1.0","N","162","234","2","11.4","1.0","0.5","0.0","0.0","1.0","16.4","2.5","0.0"
"2","2023-01-01T00:48:41.000","2023-01-01T01:03:24.000","1.0","2.89","1.0","N","107","88","1","16.3","1.0","0.5","4.26","0.0","1.0","25.56","2.5","0.0"
"2","2023-01-01T00:06:32.000","2023-01-01T00:14:57.000","1.0","1.81","1.0","N","170","144","1","10.7","1.0","0.5","4.71","0.0","1.0","20.41","2.5","0.0"
"2","2023-01-01T00:25:40.000","2023-01-01T00:35:06.000","3.0","1.22","1.0","N","107","144","1","10.7","1.0","0.5","1.0","0.0","1.0","16.7","2.5","0.0"
"2","2023-01-01T00:38:33.000","2023-01-01T00:40:32.000","2.0","0.57","1.0","N","114","107","1","4.4","1.0","0.5","1.88","0.0","1.0","11.28","2.5","0.0"
"2","2023-01-01T00:43:04.000","2023-01-01T00:50:04.000","2.0","1.55","1.0","N","107","233","1","9.3","1.0","0.5","2.86","0.0","1.0","17.16","2.5","0.0"
"2","2023-01-01T00:12:26.000","2023-01-01T00:27:05.000","1.0","2.21","1.0","N","140","143","1","15.6","1.0","0.5","3.0","0.0","1.0","23.6","2.5","0.0"
"2","2023-01-01T00:31:30.000","2023-01-01T00:41:56.000","1.0","1.82","1.0","N","143","50","1","12.1","1.0","0.5","2.0","0.0","1.0","19.1","2.5","0.0"
"2","2023-01-01T00:42:44.000","2023-01-01T01:41:04.000","1.0","12.91","1.0","N","50","91","1","66.7","1.0","0.5","15.65","6.55","1.0","93.9","2.5","0.0"
"2","2023-01-01T00:11:01.000","2023-01-01T23:37:57.000","1.0","1.68","1.0","N","138","129","1","10.7","6.0","0.5","3.89","0.0","1.0","23.34","0.0","1.25"
"2","2023-01-01T00:47:16.000","2023-01-01T00:49:14.000","1.0","0.48","1.0","N","236","262","1","5.1","1.0","0.5","2.02","0.0","1.0","12.12","2.5","0.0"
"2","2023-01-01T00:51:17.000","2023-01-01T00:55:08.000","1.0","1.49","1.0","N","263","74","2","7.9","1.0","0.5","0.0","0.0","1.0","12.9","2.5","0.0"
"2","2023-01-01T00:56:12.000","2023-01-01T01:02:07.000","1.0","0.83","1.0","N","74","41","2","7.9","1.0","0.5","0.0","0.0","1.0","10.4","0.0","0.0"
"2","2023-01-01T00:08:12.000","2023-01-01T00:26:22.000","1.0","5.61","1.0","N","114","140","1","26.8","1.0","0.5","6.36","0.0","1.0","38.16","2.5","0.0"
"2","2023-01-01T00:28:56.000","2023-01-01T00:41:32.000","2.0","2.29","1.0","N","140","238","1","14.2","1.0","0.5","2.88","0.0","1.0","22.08","2.5","0.0"
"2","2023-01-01T00:45:02.000","2023-01-01T00:49:55.000","1.0","0.98","1.0","N","239","238","1","7.2","1.0","0.5","0.0","0.0","1.0","12.2","2.5","0.0"
"2","2023-01-01T00:52:38.000","2023-01-01T00:56:26.000","2.0","0.78","1.0","N","238","239","1","6.5","1.0","0.5","2.3","0.0","1.0","13.8","2.5","0.0"
"2","2023-01-01T00:22:05.000","2023-01-01T00:42:14.000","2.0","3.19","1.0","N","239","68","1","20.5","1.0","0.5","5.1","0.0","1.0","30.6","2.5","0.0"
"2","2023-01-01T00:15:34.000","2023-01-01T00:21:01.000","2.0","1.38","1.0","N","239","151","1","8.6","1.0","0.5","2.72","0.0","1.0","16.32","2.5","0.0"
"2","2023-01-01T00:26:59.000","2023-01-01T00:31:51.000","2.0","0.99","1.0","N","239","48","1","7.2","1.0","0.5","2.44","0.0","1.0","14.64","2.5","0.0"
"2","2023-01-01T00:32:37.000","2023-01-01T00:41:51.000","2.0","1.07","1.0","N","48","50","1","10.0","1.0","0.5","1.5","0.0","1.0","16.5","2.5","0.0"
"2","2023-01-01T00:51:15.000","2023-01-01T00:55:36.000","1.0","0.63","1.0","N","50","50","1","6.5","1.0","0.5","2.3","0.0","1.0","13.8","2.5","0.0"
"2","2023-01-01T00:59:09.000","2023-01-01T01:25:37.000","1.0","5.5","1.0","N","142","4","1","28.9","1.0","0.5","6.78","0.0","1.0","40.68","2.5","0.0"
"2","2023-01-01T00:19:19.000","2023-01-01T00:22:52.000","2.0","0.67","1.0","N","238","239","1","6.5","1.0","0.5","2.3","0.0","1.0","13.8","2.5","0.0"
"2","2023-01-01T00:24:11.000","2023-01-01T00:30:17.000","2.0","1.24","1.0","N","239","48","1","8.6","1.0","0.5","2.72","0.0","1.0","16.32","2.5","0.0"
"2","2023-01-01T00:34:43.000","2023-01-01T00:50:34.000","2.0","7.46","1.0","N","50","243","1","31.0","1.0","0.5","10.8","0.0","1.0","46.8","2.5","0.0"
"2","2023-01-01T00:13:27.000","2023-01-01T00:16:17.000","1.0","0.49","1.0","N","79","79","1","5.1","1.0","0.5","2.02","0.0","1.0","12.12","2.5","0.0"
"2","2023-01-01T00:21:38.000","2023-01-01T00:28:38.000","1.0","2.48","1.0","N","137","140","1","12.1","1.0","0.5","5.13","0.0","1.0","22.23","2.5","0.0"
"2","2023-01-01T00:30:19.000","2023-01-01T00:40:44.000","1.0","1.91","1.0","N","140","236","1","12.8","1.0","0.5","3.56","0.0","1.0","21.36","2.5","0.0"
"2","2023-01-01T00:43:06.000","2023-01-01T00:59:47.000","1.0","2.87","1.0","N","236","170","1","19.1","1.0","0.5","4.82","0.0","1.0","28.92","2.5","0.0"
"2","2022-12-31T23:59:37.000","2023-01-01T00:07:28.000","1.0","2.38","1.0","N","142","151","1","12.1","1.0","0.5","4.28","0.0","1.0","21.38","2.5","0.0"
"2","2023-01-01T00:22:31.000","2023-01-01T00:50:13.000","1.0","6.46","1.0","N","142","129","1","33.1","1.0","0.5","7.62","0.0","1.0","45.72","2.5","0.0"
"1","2023-01-01T00:56:23.000","2023-01-01T01:22:36.000","3.0","14.5","1.0","N","132","7","1","56.9","2.25","0.5","18.15","0.0","1.0","78.8","0.0","1.25"
"2","2023-01-01T00:28:13.000","2023-01-01T00:50:57.000","2.0","9.99","1.0","N","162","244","2","40.1","1.0","0.5","0.0","0.0","1.0","45.1","2.5","0.0"
"2","2023-01-01T00:22:41.000","2023-01-01T00:37:44.000","2.0","1.62","1.0","N","50","142","1","14.2","1.0","0.5","4.8","0.0","1.0","24.0","2.5","0.0"
"2","2023-01-01T00:40:06.000","2023-01-01T00:56:03.000","1.0","2.26","1.0","N","142","170","1","16.3","1.0","0.5","4.26","0.0","1.0","25.56","2.5","0.0"
"2","2023-01-01T00:59:41.000","2023-01-01T01:06:54.000","2.0","1.23","1.0","N","107","233","2","8.6","1.0","0.5","0.0","0.0","1.0","13.6","2.5","0.0"
"2","2023-01-01T00:30:25.000","2023-01-01T00:35:01.000","1.0","0.71","1.0","N","141","263","1","6.5","1.0","0.5","2.3","0.0","1.0","13.8","2.5","0.0"
"2","2023-01-01T00:35:58.000","2023-01-01T00:49:13.000","1.0","3.13","1.0","N","263","166","1","16.3","1.0","0.5","4.26","0.0","1.0","25.56","2.5","0.0"
"2","2023-01-01T00:25:34.000","2023-01-01T00:36:48.000","2.0","2.18","1.0","N","166","239","1","14.2","1.0","0.5","3.84","0.0","1.0","23.04","2.5","0.0"
"2","2023-01-01T00:38:01.000","2023-01-01T00:41:16.000","1.0","0.45","1.0","N","239","239","1","5.8","1.0","0.5","2.16","0.0","1.0","12.96","2.5","0.0"
"2","2023-01-01T00:44:16.000","2023-01-01T00:49:28.000","1.0","0.67","1.0","N","239","238","2","7.2","1.0","0.5","0.0","0.0","1.0","12.2","2.5","0.0"
"2","2023-01-01T00:53:11.000","2023-01-01T00:57:25.000","1.0","0.35","1.0","N","239","239","2","5.8","1.0","0.5","0.0","0.0","1.0","10.8","2.5","0.0"
"2","2023-01-01T00:35:14.000","2023-01-01T00:41:06.000","1.0","1.21","1.0","N","142","239","1","7.9","1.0","0.5","2.58","0.0","1.0","15.48","2.5","0.0"
"2","2023-01-01T00:42:56.000","2023-01-01T00:49:10.000","1.0","0.98","1.0","N","239","143","1","7.9","1.0","0.5","1.94","0.0","1.0","14.84","2.5","0.0"
"1","2023-01-01T00:14:36.000","2023-01-01T00:27:40.000","2.0","9.0","1.0","N","138","140","1","34.5","9.75","0.5","10.45","6.55","1.0","62.75","2.5","1.25"
"1","2023-01-01T00:28:43.000","2023-01-01T00:33:57.000","2.0","1.0","1.0","N","140","262","1","7.2","3.5","0.5","2.4","0.0","1.0","14.6","2.5","0.0"
"1","2023-01-01T00:51:10.000","2023-01-01T01:08:35.000","4.0","1.6","1.0","N","141","164","2","13.5","3.5","0.5","0.0","0.0","1.0","18.5","2.5","0.0"
"1","2023-01-01T00:59:39.000","2023-01-01T01:17:20.000","1.0","3.4","1.0","N","33","17","1","20.5","1.0","0.5","6.85","0.0","1.0","29.85","0.0","0.0"
"2","2023-01-01T00:18:17.000","2023-01-01T00:27:52.000","1.0","0.92","1.0","N","233","161","2","10.0","1.0","0.5","0.0","0.0","1.0","15.0","2.5","0.0"
"2","2023-01-01T00:43:40.000","2023-01-01T01:01:59.000","1.0","2.41","1.0","N","161","79","1","18.4","1.0","0.5","4.68","0.0","1.0","28.08","2.5","0.0"
"2","2023-01-01T00:15:48.000","2023-01-01T00:19:17.000","1.0","1.02","1.0","N","229","137","1","6.5","1.0","0.5","2.3","0.0","1.0","13.8","2.5","0.0"
"2","2023-01-01T00:26:20.000","2023-01-01T00:36:24.000","1.0","2.09","1.0","N","79","162","1","12.1","1.0","0.5","3.42","0.0","1.0","20.52","2.5","0.0"
"2","2023-01-01T00:39:52.000","2023-01-01T01:02:30.000","2.0","11.37","1.0","N","162","121","2","45.7","1.0","0.5","0.0","6.55","1.0","57.25","2.5","0.0"
"1","2023-01-01T00:15:25.000","2023-01-01T00:22:35.000","2.0","0.9","1.0","N","148","114","1","7.9","3.5","0.5","1.0","0.0","1.0","13.9","2.5","0.0"
"1","2023-01-01T00:23:42.000","2023-01-01T00:37:20.000","2.0","2.0","1.0","N","114","164","1","12.8","3.5","0.5","3.55","0.0","1.0","21.35","2.5","0.0"
"1","2023-01-01T00:41:50.000","2023-01-01T01:01:10.000","4.0","3.0","1.0","N","164","236","1","17.7","3.5","0.5","4.0","0.0","1.0","26.7","2.5","0.0"
"2","2023-01-01T00:05:20.000","2023-01-01T00:12:09.000","1.0","2.03","1.0","N","142","151","1","10.7","1.0","0.5","4.71","0.0","1.0","20.41","2.5","0.0"
"2","2023-01-01T00:19:53.000","2023-01-01T00:28:57.000","1.0","2.6","1.0","N","238","237","1","12.8","1.0","0.5","3.56","0.0","1.0","21.36","2.5","0.0"
"2","2023-01-01T00:34:19.000","2023-01-01T00:46:44.000","1.0","2.55","1.0","N","237","239","1","14.9","1.0","0.5","1.5","0.0","1.0","21.4","2.5","0.0"
"2","2023-01-01T00:48:37.000","2023-01-01T01:04:24.000","1.0","2.51","1.0","N","239","229","1","16.3","1.0","0.5","5.33","0.0","1.0","26.63","2.5","0.0"
"2","2023-01-01T00:24:29.000","2023-01-01T00:54:19.000","1.0","10.62","1.0","N","132","39","1","46.4","1.0","0.5","0.0","0.0","1.0","50.15","0.0","1.25"
"2","2023-01-01T00:08:53.000","2023-01-01T00:17:08.000","1.0","1.41","1.0","N","79","231","1","10.7","1.0","0.5","2.36","0.0","1.0","18.06","2.5","0.0"
"2","2023-01-01T00:18:51.000","2023-01-01T00:34:28.000","2.0","3.19","1.0","N","231","246","1","18.4","1.0","0.5","4.68","0.0","1.0","28.08","2.5","0.0"
"2","2023-01-01T00:36:38.000","2023-01-01T00:56:05.000","1.0","2.62","1.0","N","246","125","1","19.8","1.0","0.5","4.96","0.0","1.0","29.76","2.5","0.0"
"2","2023-01-01T00:57:26.000","2023-01-01T00:58:41.000","1.0","0.57","1.0","N","125","158","1","4.4","1.0","0.5","1.88","0.0","1.0","11.28","2.5","0.0"
"1","2023-01-01T00:36:13.000","2023-01-01T01:01:06.000","1.0","4.4","1.0","N","170","74","2","24.0","3.5","0.5","0.0","0.0","1.0","29.0","2.5","0.0"
"2","2023-01-01T00:21:43.000","2023-01-01T00:27:52.000","1.0","2.0","1.0","N","161","141","2","10.0","1.0","0.5","0.0","0.0","1.0","15.0","2.5","0.0"
"2","2023-01-01T00:32:12.000","2023-01-01T00:36:54.000","1.0","0.92","1.0","N","263","141","1","7.2","1.0","0.5","2.44","0.0","1.0","14.64","2.5","0.0"
"2","2023-01-01T00:46:28.000","2023-01-01T00:57:47.000","1.0","4.38","1.0","N","262","107","1","20.5","1.0","0.5","5.1","0.0","1.0","30.6","2.5","0.0"
"2","2023-01-01T00:23:13.000","2023-01-01T00:28:29.000","2.0","0.77","1.0","N","162","170","1","7.2","1.0","0.5","2.44","0.0","1.0","14.64","2.5","0.0"
"2","2023-01-01T00:33:53.000","2023-01-01T00:45:21.000","2.0","1.78","1.0","N","170","246","2","12.8","1.0","0.5","0.0","0.0","1.0","17.8","2.5","0.0"
"2","2023-01-01T00:50:48.000","2023-01-01T00:55:47.000","2.0","0.91","1.0","N","246","68","1","7.2","1.0","0.5","3.05","0.0","1.0","15.25","2.5","0.0"
"1","2023-01-01T00:01:34.000","2023-01-01T00:07:24.000","2.0","1.6","1.0","N","263","229","1","8.6","3.5","0.5","3.4","0.0","1.0","17.0","2.5","0.0"
"1","2023-01-01T00:31:44.000","2023-01-01T01:18:38.000","1.0","8.2","1.0","N","249","41","1","47.1","3.5","0.5","3.0","0.0","1.0","55.1","2.5","0.0"
